numClub,AdressePostale,Latitude,Longitude
581822,Mairie - Place Bouchard 37220 L ILE BOUCHARD,47.1197226,0.4248886
581865,MAIRIE RUE DANGE D'ORSAY 37240 CHAPELLE BLANCHE ST MARTIN,47.0856643,0.7921153
544106,6 BIS RUE DU PETIT PLESSIS 37520 LA RICHE,47.38236029999999,0.6538255
551760,2 PLACE DU 14 JUILLET 37130 LANGEAIS,47.3245196,0.4082001
513787,Place Adolphe LANGLOIS 37130 LIGNIERES DE TOURAINE,47.2978543,0.4171246
531964,37530 LIMERAY,47.459387,1.040952
504934,1 allée du Maquis de Césario 37600 LOCHES,47.1267175,1.0014779
523311,26 TER RUE VICTOR HUGO 37230 LUYNES,47.3875008,0.5485088
518823,37150 LUZILLE,47.262128,1.059992
590131,37800 MAILLE,47.0527019,0.580328
582325,MAIRIE 37390 METTRAY,47.4525505,0.6492728999999999
512279,20 LA PIERRE A BIDAULT 37380 MONNAIE,47.50792,0.7899879999999999
522603,37250 MONTBAZON,47.2869839,0.713777
504926,43 rue Descartes 37270 MONTLOUIS SUR LOIRE,47.38684689999999,0.8170765999999999
552454,1 rue de la Couteauderie 37460 MONTRESOR,47.1570168,1.1965411
511976,rue Maurice Ravel 37260 MONTS,47.275336,0.6427079
505444,10 avenue des Courvoyeurs 37530 NAZELLES NEGRON,47.4316668,0.9542409
542306,18 RUE DU 8 MAI 1945 37370 NEUVY LE ROI,47.6058412,0.5986602
519669,IMPASSE DES PRIMEVERES 37390 NOTRE DAME D OE,47.45873030000001,0.705023
551121,37380 NOUZILLY,47.543367,0.744155
551126,7 rue des Marronniers 37800 NOYANT DE TOURAINE,47.1063312,0.5864366
547586,8 rue Jeanne d'Arc 37460 ORBIGNY,47.2096813,1.2352541
514636,5 rue des sports 37210 PARCAY MESLAY,47.4418535,0.7422243
527844,37230 PERNAY,47.44389899999999,0.499282
526141,37600 PERRUSSON,47.100065,1.013676
511766,22 RUE DE LA CHATAIGNERAIE 37260 PONT DE RUAN,47.2562556,0.572874
581868,2 PLACE DE LA MAIRIE 37800 PORTS SUR VIENNE,47.0150212,0.5538373
548238,2 bis place du champ de foire 37290 PREUILLY SUR CLAISE,46.8536688,0.9277709
581189,30 RUE DES SABOTIERS 37310 REIGNAC SUR INDRE,47.2282636,0.9116846
582284,MAIRIE 37120 RICHELIEU,47.0127372,0.3242559
553511,1 PLACE DU MARCHE 37120 RICHELIEU,47.0127198,0.3241109
528295,37220 RILLY SUR VIENNE,47.058026,0.493935
551890,37190 RIVARENNES,47.266654,0.356684
560533,14 PLACE OUEGUEDO 37500 RIVIERE,11.8337707,-0.4168891
519772,PLACE DU 8 MAI 1945 37210 ROCHECORBON,47.41423109999999,0.7548735
582286,5 RUE DU 11 NOVEMBRE 37360 ROUZIERS DE TOURAINE,47.5166439,0.648309
563765,37340 SAVIGNE SUR LATHAN,47.444617,0.320189
511010,RUE DU STADE 37420 SAVIGNY EN VERON,47.2037273,0.1420575
517327,1 rue des Saulniers 37800 SEPMES,47.0697525,0.6722994000000001
582007,La Mairie 37330 SOUVIGNE,47.5203151,0.3989437
538435,6 rue des écoles 37360 ST ANTOINE DU ROCHER,47.4966375,0.62919
511974,31 rue Frédéric Joliot Curie 37550 ST AVERTIN,47.34646499999999,0.7302485
515603,37500 ST BENOIT LA FORET,47.215351,0.321748
581867,MAIRIE 37320 ST BRANCHS,47.2273285,0.7717421999999999
849646,204 BOULEVARD CHARLES DE GAULLE 37540 ST CYR SUR LOIRE,47.4159707,0.6652593
511543,35 RUE DE PRENEY 37540 ST CYR SUR LOIRE,47.4184548,0.6517587
511973,37800 ST EPAIN,47.144626,0.53659
547529,37600 ST FLOVIER,46.96808499999999,1.026439
523475,1297 route du stade la jarnière 37600 ST HIPPOLYTE,47.0580351,1.1012887
523937,Mairie de st Martin le beau 37270 ST MARTIN LE BEAU,47.356049,0.9103625
525565,37140 ST NICOLAS DE BOURGUEIL,47.284852,0.12535
554358,7 rue fabienne landy 37700 ST PIERRE DES CORPS,47.38645469999999,0.7187457
504935,58 RUE DANIELLE CASANOVA 37700 ST PIERRE DES CORPS,47.39131099999999,0.73802
527556,37800 STE CATHERINE DE FIERBOIS,47.1573,0.6540699999999999
550520,5 Rue Verdi 37200 TOURS,47.3684319,0.7118110999999999
535037,LES EPINES FORTES 37700 ST PIERRE DES CORPS,47.3918459,0.7500485
522955,5/ 7 RUE PIERRE ET MARIE CURIE 37100 TOURS,47.4295364,0.6805766999999999
582086,2 AVENUE CAMILLE CHAUTEMPS 37000 TOURS,47.3798124,0.7270538999999999
522600,2 Bis Allée Alcuin 37200 TOURS,47.3614773,0.6923066
